State,Denominator,Prevalence,Lower CI,Upper CI,Year,Source,Source_Full1,State_Full1,State_Full2,Numerator_ASD,Numerator_NonASD,Proportion,95_Z_CI,Z_Lower CI,Z_Upper CI,Z_Lower CI_ABSerror,Z_Upper CI_ABSerror,Chi_Wilson_P,95_Chi_Wilson_CI,Chi_Wilson_Lower CI,Chi_Wilson_Upper CI,Chi_Wilson_Lower CI_ABSerror,Chi_Wilson_Upper CI_ABSerror,Chi_Wilson_Corrected_w_minus CI,Chi_Wilson_Corrected_w_plus CI,Chi_Wilson_Corrected_Lower CI,Chi_Wilson_Corrected_Upper CI,Chi_Wilson_Corrected_Lower CI_ABSerror,Chi_Wilson_Corrected_Upper CI_ABSerror,Male Prevalence,Male Lower CI,Male Upper CI,Female Prevalence,Female Lower CI,Female Upper CI,Non-hispanic white Prevalence,Non-hispanic white Lower CI,Non-hispanic white Upper CI,Non-hispanic black Prevalence,Non-hispanic black Lower CI,Non-hispanic black Upper CI,Hispanic Prevalence,Hispanic Lower CI,Hispanic Upper CI,Asian or Pacific Islander Prevalence,Asian or Pacific Islander Lower CI,Asian or Pacific Islander Upper CI
OK,596154,8.3,8.1,8.5,2015,sped,Special Education Child Count,Oklahoma,OK-Oklahoma,4948,591206,0.008299869,0.0002303,8.069568443,8.530169208,0.030431557,0.030169208,0.008303037,0.000230321,8.072715757,8.533358625,0.027284243,0.033358625,0.008071889,0.008534209,8.071888591,8.534208866,0.028111409,0.034208866,,,,,,,,,,,,,,,,,,
OR,534782,14.8,14.5,15.1,2015,sped,Special Education Child Count,Oregon,OR-Oregon,7915,526867,0.014800423,0.000323638,14.47678582,15.12406088,0.02321418,0.02406088,0.014803909,0.000323655,14.48025349,15.12756376,0.019746511,0.027563756,0.014479329,0.015128509,14.4793286,15.12850878,0.020671397,0.028508777,,,,,,,,,,,,,,,,,,
PA,1588339,16.1,15.9,16.3,2015,sped,Special Education Child Count,Pennsylvania,PA-Pennsylvania,25572,1562767,0.016099838,0.000195732,15.90410521,16.29557004,0.004105214,0.004429956,0.016101008,0.000195736,15.90527228,16.29674363,0.00527228,0.003256365,0.015904959,0.01629706,15.90495937,16.29706031,0.004959369,0.002939689,,,,,,,,,,,,,,,,,,
RI,129667,14.8,14.1,15.5,2015,sped,Special Education Child Count,Rhode Island,RI-Rhode Island,1919,127748,0.014799448,0.000657232,14.14221621,15.45667942,0.042216213,0.04332058,0.014813822,0.000657379,14.1564427,15.47120077,0.0564427,0.028799233,0.014152671,0.015475141,14.1526711,15.47514099,0.0526711,0.02485901,,,,,,,,,,,,,,,,,,
SC,683490,8.8,8.6,9.1,2015,sped,Special Education Child Count,South Carolina,SC-South Carolina,6015,677475,0.008800421,0.000221419,8.579002667,9.021840067,0.020997333,0.078159933,0.008803182,0.000221435,8.581746781,9.024617357,0.018253219,0.075382643,0.008581024,0.009025358,8.581024366,9.025358012,0.018975634,0.074641988,,,,,,,,,,,,,,,,,,
SD,119589,7.8,7.4,8.4,2015,sped,Special Education Child Count,South Dakota,SD-South Dakota,933,118656,0.007801721,0.000498651,7.303069643,8.300372145,0.096930357,0.099627855,0.007817531,0.000498894,7.318637051,8.316424681,0.081362949,0.083575319,0.007314589,0.008320738,7.314588708,8.320738006,0.085411292,0.079261994,,,,,,,,,,,,,,,,,,
TN,896643,8.7,8.5,8.9,2015,sped,Special Education Child Count,Tennessee,TN-Tennessee,7801,888842,0.00870023,0.000192223,8.508006272,8.892452997,0.008006272,0.007547003,0.008702334,0.000192234,8.51010001,8.89456896,0.01010001,0.00543104,0.008509548,0.008895133,8.509548483,8.895132699,0.009548483,0.004867301,,,,,,,,,,,,,,,,,,
TX,4681157,9.5,9.5,9.6,2015,sped,Special Education Child Count,Texas,TX-Texas,44471,4636686,0.009500002,8.7874E-05,9.41212778,9.587875851,0.08787222,0.012124149,0.009500404,8.78749E-05,9.412529409,9.588279252,0.087470591,0.011720748,0.009412423,0.009588387,9.412423087,9.588386552,0.087576913,0.011613448,,,,,,,,,,,,,,,,,,
UT,585739,8.3,8.1,8.5,2015,sped,Special Education Child Count,Utah,UT-Utah,4862,580877,0.008300625,0.000232349,8.068276022,8.532974706,0.031723978,0.032974706,0.00830385,0.000232371,8.071479104,8.536221016,0.028520896,0.036221016,0.008070637,0.008537086,8.070637334,8.537086479,0.029362666,0.037086479,,,,,,,,,,,,,,,,,,
VT,74724,11.9,11.2,12.7,2015,sped,Special Education Child Count,Vermont,VT-Vermont,889,73835,0.011897115,0.000777392,11.11972294,12.67450649,0.080277063,0.025493506,0.011922206,0.000777777,11.1444295,12.69998276,0.055570504,1.7239E-05,0.011137954,0.01270689,11.13795443,12.70688953,0.062045566,0.006889529,,,,,,,,,,,,,,,,,,
VA,1159195,13.3,13.1,13.6,2015,sped,Special Education Child Count,Virginia,VA-Virginia,15417,1143778,0.013299747,0.000208537,13.09120931,13.5082843,0.008790686,0.0917157,0.01330136,0.000208543,13.09281629,13.50990306,0.007183706,0.090096937,0.013092388,0.013510338,13.0923883,13.51033773,0.007611702,0.089662269,,,,,,,,,,,,,,,,,,
WA,993605,10.6,10.4,10.8,2015,sped,Special Education Child Count,Washington,WA-Washington,10532,983073,0.010599786,0.000201361,10.39842445,10.80114681,0.001575551,0.001146809,0.010601678,0.00020137,10.40030805,10.80304741,0.000308052,0.003047413,0.01039981,0.010803555,10.39980956,10.80355536,0.000190436,0.003555357,,,,,,,,,,,,,,,,,,
WV,242212,7.7,7.4,8.1,2015,sped,Special Education Child Count,West Virginia,WV-West Virginia,1865,240347,0.007699866,0.000348107,7.351758734,8.047973731,0.048241266,0.052026269,0.007707674,0.000348192,7.359481654,8.055866229,0.040518346,0.044133771,0.007357464,0.008057977,7.357463671,8.057976788,0.042536329,0.042023212,,,,,,,,,,,,,,,,,,
WI,753815,12.9,12.7,13.2,2015,sped,Special Education Child Count,Wisconsin,WI-Wisconsin,9724,744091,0.012899717,0.000254734,12.64498306,13.15445049,0.055016941,0.045549511,0.012902199,0.000254745,12.64745388,13.1569442,0.052546124,0.043055804,0.012646797,0.013157614,12.64679705,13.15761395,0.05320295,0.042386052,,,,,,,,,,,,,,,,,,
WY,86367,9.2,8.6,9.8,2015,sped,Special Education Child Count,Wyoming,WY-Wyoming,795,85572,0.009204905,0.000636907,8.567998057,9.841811245,0.032001943,0.041811245,0.009226733,0.000637266,8.589467022,9.863999818,0.010532978,0.063999818,0.008583876,0.009869987,8.583876358,9.869987072,0.016123642,0.069987072,,,,,,,,,,,,,,,,,,
AL,674701,9.1,8.9,9.3,2016,sped,Special Education Child Count,Alabama,AL-Alabama,6140,668561,0.009100327,0.000226587,8.87374,9.326914809,0.02626,0.026914809,0.009103122,0.000226604,8.876518364,9.329726358,0.023481636,0.029726358,0.008875786,0.009330477,8.87578644,9.330476563,0.02421356,0.030476563,,,,,,,,,,,,,,,,,,
AK,119217,10.1,9.5,10.7,2016,sped,Special Education Child Count,Alaska,AK-Alaska,1204,118013,0.010099231,0.000567569,9.53166141,10.66680022,0.03166141,0.033199781,0.010115016,0.00056778,9.547236356,10.68279582,0.047236356,0.01720418,0.009543159,0.010687106,9.543159069,10.6871063,0.043159069,0.012893697,,,,,,,,,,,,,,,,,,
AZ,1033241,10.4,10.2,10.6,2016,sped,Special Education Child Count,Arizona,AZ-Arizona,10746,1022495,0.010400284,0.000195614,10.20467028,10.59589803,0.004670278,0.004101969,0.010402104,0.000195622,10.20648244,10.5977264,0.006482436,0.002273601,0.010206003,0.010598215,10.20600303,10.59821481,0.006003026,0.001785186,,,,,,,,,,,,,,,,,,
AR,440130,9.5,9.3,9.8,2016,sped,Special Education Child Count,Arkansas,AR-Arkansas,4181,435949,0.009499466,0.000286573,9.212893535,9.786038598,0.087106465,0.013961402,0.009503747,0.000286603,9.217143867,9.790350379,0.082856133,0.009649621,0.009216025,0.009791503,9.216024818,9.791503365,0.083975182,0.008496635,,,,,,,,,,,,,,,,,,
CA,5686400,13.9,13.8,14,2016,sped,Special Education Child Count,California,CA-California,79041,5607359,0.013900007,9.62271E-05,13.80377994,13.99623413,0.003779939,0.003765871,0.013900335,9.62276E-05,13.8041078,13.99656304,0.004107797,0.003436957,0.01380402,0.013996651,13.80402017,13.99665127,0.004020168,0.003348728,,,,,,,,,,,,,,,,,,
CO,808556,7.3,7.1,7.5,2016,sped,Special Education Child Count,Colorado,CO-Colorado,5902,802654,0.007299433,0.000185544,7.11388865,7.484976487,0.01388865,0.015023513,0.007301773,0.000185558,7.11621514,7.487331627,0.01621514,0.012668373,0.007115605,0.007487958,7.115604558,7.487957811,0.015604558,0.012042189,,,,,,,,,,,,,,,,,,
CT,479961,15.4,15,15.7,2016,sped,Special Education Child Count,Connecticut,CT-Connecticut,7391,472570,0.015399168,0.000348356,15.05081141,15.74752429,0.05081141,0.047524288,0.015403046,0.000348377,15.05466978,15.75142305,0.054669777,0.051423048,0.01505364,0.015752476,15.05363963,15.75247639,0.053639632,0.052476389,,,,,,,,,,,,,,,,,,
DE,124609,11.1,10.5,11.7,2016,sped,Special Education Child Count,Delaware,DE-Delaware,1383,123226,0.011098717,0.000581683,10.51703396,11.68039961,0.017033962,0.019600389,0.011113788,0.000581869,10.53191914,11.6956573,0.03191914,0.004342701,0.010528011,0.011699774,10.52801065,11.69977365,0.028010651,0.000226354,,,,,,,,,,,,,,,,,,
DC,65732,11.9,11.1,12.7,2016,sped,Special Education Child Count,District of Columbia,DC-District of Columbia,782,64950,0.011896793,0.00082885,11.06794336,12.72564272,0.032056644,0.025642721,0.011925317,0.000829316,11.09600059,12.75463286,0.003999412,0.054632856,0.011088656,0.012762501,11.08865604,12.76250062,0.01134396,0.062500623,,,,,,,,,,,,,,,,,,
FL,2555399,12.1,12,12.3,2016,sped,Special Education Child Count,Florida,FL-Florida,30920,2524479,0.012099872,0.00013405,11.96582205,12.23392132,0.034177951,0.066078682,0.012100605,0.000134052,11.96655359,12.23465667,0.033446411,0.065343331,0.011966359,0.012234853,11.966359,12.2348534,0.033641005,0.065146597,,,,,,,,,,,,,,,,,,
GA,1589860,10.3,10.1,10.5,2016,sped,Special Education Child Count,Georgia,GA-Georgia,16376,1573484,0.010300278,0.000156944,10.14333396,10.45722206,0.043333965,0.042777941,0.010301461,0.000156948,10.14451292,10.45840955,0.044512916,0.041590449,0.010144201,0.010458726,10.14420079,10.45872641,0.044200795,0.041273586,,,,,,,,,,,,,,,,,,
HI,164822,8.3,7.9,8.7,2016,sped,Special Education Child Count,Hawaii,HI-Hawaii,1368,163454,0.008299863,0.000437992,7.861870914,8.737854851,0.038129086,0.037854851,0.008311323,0.000438137,7.873185773,8.749459284,0.026814227,0.049459284,0.007870232,0.008752572,7.870231618,8.752572124,0.029768382,0.052572124,,,,,,,,,,,,,,,,,,
ID,273516,9.5,9.2,9.9,2016,sped,Special Education Child Count,Idaho,ID-Idaho,2598,270918,0.00949853,0.000363507,9.135023492,9.862037009,0.064976508,0.037962991,0.009505419,0.000363569,9.141849639,9.868988592,0.058150361,0.031011408,0.009140056,0.009870851,9.140056257,9.870851248,0.059943743,0.029148752,,,,,,,,,,,,,,,,,,
IL,1806961,11,10.8,11.1,2016,sped,Special Education Child Count,Illinois,IL-Illinois,19877,1787084,0.011000237,0.00015208,10.84815716,11.15231767,0.048157163,0.052317667,0.011001277,0.000152084,10.84919334,11.15336063,0.049193345,0.053360632,0.010848919,0.011153639,10.84891853,11.15363923,0.048918529,0.053639231,,,,,,,,,,,,,,,,,,
IN,952511,14.2,13.9,14.4,2016,sped,Special Education Child Count,Indiana,IN-Indiana,13526,938985,0.014200361,0.000237606,13.9627551,14.43796678,0.062755101,0.03796678,0.01420232,0.000237613,13.96470672,14.43993359,0.064706716,0.039933591,0.013964186,0.014440463,13.96418612,14.44046285,0.064186118,0.040462846,,,,,,,,,,,,,,,,,,
IA,442346,1.4,1.3,1.5,2016,sped,Special Education Child Count,Iowa,IA-Iowa,619,441727,0.001399357,0.000110161,1.289196226,1.509517903,0.010803774,0.009517903,0.001403687,0.000110245,1.293441594,1.51393244,0.006558406,0.01393244,0.001292356,0.001515107,1.29235567,1.515107153,0.00764433,0.015107153,,,,,,,,,,,,,,,,,,
KS,435568,8.2,8,8.5,2016,sped,Special Education Child Count,Kansas,KS-Kansas,3572,431996,0.008200786,0.00026783,7.932955786,8.468616414,0.067044214,0.031383586,0.008205123,0.000267864,7.937259197,8.472987698,0.062740803,0.027012302,0.00793613,0.008474154,7.936129868,8.474154201,0.063870132,0.025845799,,,,,,,,,,,,,,,,,,
KY,607668,9.3,9.1,9.6,2016,sped,Special Education Child Count,Kentucky,KY-Kentucky,5651,602017,0.009299486,0.000241332,9.058153537,9.54081827,0.041846463,0.05918173,0.009302588,0.000241352,9.061236377,9.543939456,0.038763623,0.056060544,0.009060424,0.009544773,9.06042414,9.544772843,0.03957586,0.055227157,,,,,,,,,,,,,,,,,,
LA,635216,6.9,6.7,7.2,2016,sped,Special Education Child Count,Louisiana,LA-Louisiana,4383,630833,0.006900015,0.000203568,6.696447406,7.10358282,0.003552594,0.09641718,0.006902997,0.000203589,6.699408178,7.106586041,0.000591822,0.093413959,0.006698633,0.007107385,6.698632578,7.107384699,0.001367422,0.092615301,,,,,,,,,,,,,,,,,,
ME,162425,16.7,16.1,17.3,2016,sped,Special Education Child Count,Maine,ME-Maine,2712,159713,0.016696937,0.000623137,16.07379974,17.32007436,0.026200261,0.020074356,0.016708367,0.000623235,16.08513245,17.33160198,0.014867549,0.031601979,0.016082111,0.017334737,16.08211064,17.3347367,0.017889361,0.034736703,,,,,,,,,,,,,,,,,,
MD,790804,11.9,11.7,12.1,2016,sped,Special Education Child Count,Maryland,MD-Maryland,9411,781393,0.011900547,0.000239,11.66154703,12.13954654,0.038452966,0.039546537,0.011902918,0.000239011,11.66390686,12.14192873,0.036093136,0.041928728,0.011663281,0.012142567,11.66328087,12.14256726,0.036719128,0.042567265,,,,,,,,,,,,,,,,,,
MA,865940,17.4,17.1,17.7,2016,sped,Special Education Child Count,Massachusetts,MA-Massachusetts,15067,850873,0.017399589,0.000275399,17.12419002,17.67498776,0.024190016,0.025012244,0.01740173,0.000275407,17.12632319,17.67713636,0.026323194,0.022863644,0.01712575,0.017677718,17.12575028,17.67771825,0.025750278,0.022281751,,,,,,,,,,,,,,,,,,
MI,1360566,11.2,11.1,11.4,2016,sped,Special Education Child Count,Michigan,MI-Michigan,15238,1345328,0.011199751,0.000176826,11.02292444,11.37657695,0.077075561,0.023423055,0.011201131,0.000176831,11.02429939,11.37796217,0.075700609,0.022037831,0.011023935,0.011378333,11.02393477,11.37833253,0.076065234,0.02166747,,,,,,,,,,,,,,,,,,
MN,792766,19.4,19.1,19.7,2016,sped,Special Education Child Count,Minnesota,MN-Minnesota,15380,777386,0.019400428,0.000303618,19.09681067,19.70404608,0.003189331,0.004046078,0.019402757,0.000303626,19.09913127,19.70638307,0.000868725,0.006383075,0.019098505,0.019707019,19.09850541,19.70701861,0.001494588,0.007018612,,,,,,,,,,,,,,,,,,
MS,433377,9.5,9.2,9.8,2016,sped,Special Education Child Count,Mississippi,MS-Mississippi,4117,429260,0.009499812,0.000288802,9.211010108,9.788613776,0.011010108,0.011386224,0.00950416,0.000288833,9.215326424,9.792992982,0.015326424,0.007007018,0.00921419,0.009794164,9.214190072,9.794164068,0.014190072,0.005835932,,,,,,,,,,,,,,,,,,
MO,817180,12.4,12.2,12.7,2016,sped,Special Education Child Count,Missouri,MO-Missouri,10133,807047,0.012399961,0.000239933,12.16002787,12.63989381,0.039972131,0.060106188,0.012402253,0.000239943,12.16230962,12.64219633,0.03769038,0.057803668,0.012161704,0.012642814,12.16170361,12.64281403,0.038296393,0.057185966,,,,,,,,,,,,,,,,,,
MT,133631,5.5,5.1,5.9,2016,sped,Special Education Child Count,Montana,MT-Montana,735,132896,0.005500221,0.00039654,5.103680862,5.896760653,0.003680862,0.003239347,0.005514436,0.000396789,5.117646717,5.911224516,0.017646717,0.011224516,0.005114039,0.0059151,5.114039241,5.915100072,0.014039241,0.015100072,,,,,,,,,,,,,,,,,,
NE,280444,10.8,10.4,11.2,2016,sped,Special Education Child Count,Nebraska,NE-Nebraska,3029,277415,0.01080073,0.000382555,10.41817564,11.18328491,0.018175635,0.016715094,0.010807431,0.000382611,10.42482042,11.19004182,0.024820423,0.009958182,0.010423069,0.011191856,10.42306879,11.1918559,0.023068786,0.008144097,,,,,,,,,,,,,,,,,,
NV,432794,12.7,12.3,13,2016,sped,Special Education Child Count,Nevada,NV-Nevada,5496,427298,0.012698882,0.000333592,12.3652906,13.03247369,0.065290601,0.032473693,0.012703207,0.000333618,12.36958927,13.03682547,0.069589266,0.036825474,0.012368449,0.013037996,12.36844897,13.03799573,0.06844897,0.037995725,,,,,,,,,,,,,,,,,,
NH,165487,14.1,13.6,14.7,2016,sped,Special Education Child Count,New Hampshire,NH-New Hampshire,2333,163154,0.014097784,0.000568013,13.52977082,14.66579741,0.070229176,0.034202592,0.014109063,0.000568119,13.54094446,14.6771818,0.059055544,0.022818198,0.013537983,0.014680263,13.53798313,14.6802631,0.062016873,0.019736903,,,,,,,,,,,,,,,,,,
NJ,1197357,14.1,13.9,14.4,2016,sped,Special Education Child Count,New Jersey,NJ-New Jersey,16883,1180474,0.014100222,0.000211186,13.88903616,14.31140865,0.010963838,0.088591349,0.014101781,0.000211192,13.89058965,14.31297296,0.009410355,0.087027035,0.013890175,0.014313394,13.89017514,14.31339363,0.009824857,0.086606368,,,,,,,,,,,,,,,,,,
NM,304532,8.5,8.2,8.8,2016,sped,Special Education Child Count,New Mexico,NM-New Mexico,2589,301943,0.00850157,0.000326082,8.175487343,8.8276519,0.024512657,0.0276519,0.008507769,0.000326139,8.181630297,8.833908609,0.018369703,0.033908609,0.00818002,0.008835582,8.180019667,8.835581662,0.019980333,0.035581662,,,,,,,,,,,,,,,,,,
NY,2422245,13,12.9,13.2,2016,sped,Special Education Child Count,New York,NY-New York,31489,2390756,0.012999924,0.000142649,12.85727485,13.1425724,0.042725152,0.057427599,0.013000696,0.000142651,12.85804521,13.14334671,0.041954793,0.056653285,0.01285784,0.013143554,12.8578399,13.14355425,0.042160095,0.056445748,,,,,,,,,,,,,,,,,,
NC,1415113,11.2,11,11.4,2016,sped,Special Education Child Count,North Carolina,NC-North Carolina,15849,1399264,0.011199812,0.000173385,11.02642705,11.37319757,0.026427052,0.026802429,0.011201139,0.00017339,11.0277491,11.3745293,0.027749101,0.025470696,0.011027398,0.011374885,11.02739848,11.37488534,0.027398478,0.025114664,,,,,,,,,,,,,,,,,,
ND,98198,9.8,9.2,10.4,2016,sped,Special Education Child Count,North Dakota,ND-North Dakota,962,97236,0.009796534,0.000616021,9.180512977,10.41255409,0.019487023,0.012554092,0.009815709,0.000616307,9.199402411,10.43201621,0.000597589,0.032016208,0.009194469,0.010437266,9.194469296,10.43726616,0.005530704,0.03726616,,,,,,,,,,,,,,,,,,
OH,1551479,12.5,12.3,12.7,2016,sped,Special Education Child Count,Ohio,OH-Ohio,19393,1532086,0.012499686,0.000174821,12.3248649,12.67450667,0.024864901,0.025493333,0.012500893,0.000174825,12.326068,12.67571766,0.026067997,0.024282336,0.012325748,0.012676042,12.32574795,12.67604216,0.02574795,0.023957839,,,,,,,,,,,,,,,,,,
OK,598799,8.9,8.7,9.1,2016,sped,Special Education Child Count,Oklahoma,OK-Oklahoma,5329,593470,0.00889948,0.000237875,8.661605495,9.137355425,0.038394505,0.037355425,0.008902631,0.000237895,8.664735919,9.140526048,0.035264081,0.040526048,0.008663912,0.009141372,8.663911978,9.141372105,0.036088022,0.041372105,,,,,,,,,,,,,,,,,,
OR,537151,15.1,14.8,15.5,2016,sped,Special Education Child Count,Oregon,OR-Oregon,8111,529040,0.015100037,0.000326126,14.77391139,15.4261627,0.026088607,0.073837298,0.015103505,0.000326143,14.77736188,15.42964773,0.022638119,0.07035227,0.014776441,0.015430588,14.77644095,15.43058846,0.023559052,0.069411542,,,,,,,,,,,,,,,,,,
PA,1596875,16.9,16.7,17.1,2016,sped,Special Education Child Count,Pennsylvania,PA-Pennsylvania,26987,1569888,0.016899883,0.000199919,16.69996392,17.09980125,3.6084E-05,0.00019875,0.016901045,0.000199922,16.70112293,17.10096654,0.001122926,0.000966535,0.016700812,0.017101281,16.70081164,17.10128147,0.000811636,0.001281466,,,,,,,,,,,,,,,,,,
RI,129593,15.2,14.6,15.9,2016,sped,Special Education Child Count,Rhode Island,RI-Rhode Island,1970,127623,0.015201438,0.000666152,14.53528631,15.86759039,0.064713692,0.032409609,0.015215809,0.000666297,14.54951141,15.88210571,0.050488591,0.017894292,0.014545737,0.015886047,14.5457365,15.88604703,0.054263495,0.01395297,,,,,,,,,,,,,,,,,,
SC,690213,9.6,9.4,9.8,2016,sped,Special Education Child Count,South Carolina,SC-South Carolina,6626,683587,0.009599935,0.000230036,9.369898989,9.829971196,0.030101011,0.029971196,0.009602664,0.000230052,9.3726128,9.832716109,0.0273872,0.032716109,0.009371897,0.009833449,9.371896985,9.833449113,0.028103015,0.033449113,,,,,,,,,,,,,,,,,,
SD,121369,9,8.5,9.5,2016,sped,Special Education Child Count,South Dakota,SD-South Dakota,1092,120277,0.008997355,0.000531238,8.466117283,9.528593063,0.033882717,0.028593063,0.009012895,0.000531457,8.481438703,9.544352178,0.018561297,0.044352178,0.00847744,0.009548592,8.477439638,9.548592161,0.022560362,0.048592161,,,,,,,,,,,,,,,,,,
TN,898908,9.5,9.3,9.7,2016,sped,Special Education Child Count,Tennessee,TN-Tennessee,8540,890368,0.009500416,0.000200534,9.299881639,9.700950482,0.000118361,0.000950482,0.009502512,0.000200545,9.30196724,9.703057136,0.00196724,0.003057136,0.009301417,0.009703619,9.301416826,9.703619178,0.001416826,0.003619178,,,,,,,,,,,,,,,,,,
TX,4740714,10.2,10.1,10.3,2016,sped,Special Education Child Count,Texas,TX-Texas,48355,4692359,0.01019994,9.0448E-05,10.10949239,10.2903883,0.009492388,0.009611695,0.010200337,9.04488E-05,10.10988844,10.29078603,0.009888445,0.009213971,0.010109783,0.010290892,10.10978344,10.29089196,0.009783439,0.009108038,,,,,,,,,,,,,,,,,,
UT,596257,8.7,8.5,9,2016,sped,Special Education Child Count,Utah,UT-Utah,5187,591070,0.008699269,0.000235709,8.463560334,8.934977544,0.036439666,0.065022456,0.008702434,0.000235729,8.466705087,8.938163281,0.033294913,0.061836719,0.008465878,0.008939013,8.465877788,8.9390131,0.034122212,0.0609869,,,,,,,,,,,,,,,,,,
VT,74108,12.1,11.3,12.9,2016,sped,Special Education Child Count,Vermont,VT-Vermont,897,73211,0.012103956,0.00078729,11.31666619,12.89124658,0.016666193,0.008753417,0.012129246,0.000787676,11.34156977,12.9169215,0.041569768,0.016921499,0.01133504,0.012923885,11.33503984,12.92388463,0.035039845,0.023884634,,,,,,,,,,,,,,,,,,
VA,1162945,14.2,14,14.4,2016,sped,Special Education Child Count,Virginia,VA-Virginia,16514,1146431,0.014200156,0.000215035,13.9851205,14.41519078,0.014879497,0.015190775,0.01420176,0.000215041,13.98671957,14.4168011,0.013280432,0.016801104,0.013986293,0.014417234,13.98629283,14.41723425,0.013707165,0.017234254,,,,,,,,,,,,,,,,,,
