"State","Denominator","Prevalence","Lower.CI","Upper.CI","Year","Source","Source_Full1","State_Full1","State_Full2","Numerator_ASD","Numerator_NonASD","Proportion","Chi_Wilson_Corrected_Lower.CI","Chi_Wilson_Corrected_Upper.CI","Male.Prevalence","Male.Lower.CI","Male.Upper.CI","Female.Prevalence","Female.Lower.CI","Female.Upper.CI","Non.hispanic.white.Prevalence","Non.hispanic.white.Lower.CI","Non.hispanic.white.Upper.CI","Non.hispanic.black.Prevalence","Non.hispanic.black.Lower.CI","Non.hispanic.black.Upper.CI","Hispanic.Prevalence","Hispanic.Lower.CI","Hispanic.Upper.CI","Asian.or.Pacific.Islander.Prevalence","Asian.or.Pacific.Islander.Lower.CI","Asian.or.Pacific.Islander.Upper.CI","Source_UC","Source_Full3","Prevalence_Risk2","Prevalence_Risk4","Year_Factor"
"KY",609496,8.7,8.4,8.9,2015,"sped","Special Education Child Count","Kentucky","KY-Kentucky",5303,604193,0.008700631,8.469745842,8.937731596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2015"
"LA",636551,6.7,6.5,6.9,2015,"sped","Special Education Child Count","Louisiana","LA-Louisiana",4265,632286,0.00670017,6.501943985,6.904373517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2015"
"ME",163382,16,15.4,16.6,2015,"sped","Special Education Child Count","Maine","ME-Maine",2614,160768,0.015999314,15.3991846,16.62231808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2015"
"MD",783637,11.6,11.4,11.9,2015,"sped","Special Education Child Count","Maryland","MD-Maryland",9090,774547,0.011599759,11.36443693,11.83988142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2015"
"MA",866134,16.2,16,16.5,2015,"sped","Special Education Child Count","Massachusetts","MA-Massachusetts",14031,852103,0.016199572,15.93527215,16.46817241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2015"
"MI",1370222,10.8,10.6,11,2015,"sped","Special Education Child Count","Michigan","MI-Michigan",14798,1355424,0.01079971,10.62765248,10.97451593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2015"
"MN",785350,18.8,18.5,19.1,2015,"sped","Special Education Child Count","Minnesota","MN-Minnesota",14765,770585,0.018800535,18.501862,19.10392502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2015"
"MS",436866,8.6,8.3,8.9,2015,"sped","Special Education Child Count","Mississippi","MS-Mississippi",3757,433109,0.008599891,8.329245421,8.879214684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2015"
"MO",818748,11.6,11.4,11.9,2015,"sped","Special Education Child Count","Missouri","MO-Missouri",9497,809251,0.011599418,11.36916339,11.83426698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2015"
"MT",132659,4.9,4.6,5.3,2015,"sped","Special Education Child Count","Montana","MT-Montana",650,132009,0.004899781,4.534471713,5.294049757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2015"
"NE",276975,10.1,9.8,10.5,2015,"sped","Special Education Child Count","Nebraska","NE-Nebraska",2797,274178,0.010098384,9.730998547,10.47942502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2015"
"NV",426638,11.8,11.5,12.2,2015,"sped","Special Education Child Count","Nevada","NV-Nevada",5034,421604,0.01179923,11.47842462,12.12885916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2015"
"NH",167477,13.2,12.6,13.7,2015,"sped","Special Education Child Count","New Hampshire","NH-New Hampshire",2211,165266,0.013201813,12.66330607,13.76277253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2015"
"NJ",1192233,13.4,13.2,13.6,2015,"sped","Special Education Child Count","New Jersey","NJ-New Jersey",15976,1176257,0.013400065,13.19481993,13.60845266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2015"
"NM",302489,7.8,7.5,8.1,2015,"sped","Special Education Child Count","New Mexico","NM-New Mexico",2359,300130,0.007798631,7.489726405,8.120102152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2015"
"NY",2421417,11.8,11.6,11.9,2015,"sped","Special Education Child Count","New York","NY-New York",28573,2392844,0.011800115,11.66466998,11.93711215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2015"
"NC",1408521,10.6,10.4,10.8,2015,"sped","Special Education Child Count","North Carolina","NC-North Carolina",14930,1393591,0.010599771,10.43162627,10.77059074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2015"
"ND",97502,8.7,8.1,9.3,2015,"sped","Special Education Child Count","North Dakota","ND-North Dakota",848,96654,0.008697257,8.128524331,9.305042997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2015"
"OH",1559370,11.7,11.6,11.9,2015,"sped","Special Education Child Count","Ohio","OH-Ohio",18245,1541125,0.011700238,11.53234064,11.87054558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2015"
"OK",596154,8.3,8.1,8.5,2015,"sped","Special Education Child Count","Oklahoma","OK-Oklahoma",4948,591206,0.008299869,8.071888591,8.534208866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2015"
"OR",534782,14.8,14.5,15.1,2015,"sped","Special Education Child Count","Oregon","OR-Oregon",7915,526867,0.014800423,14.4793286,15.12850878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2015"
"PA",1588339,16.1,15.9,16.3,2015,"sped","Special Education Child Count","Pennsylvania","PA-Pennsylvania",25572,1562767,0.016099838,15.90495937,16.29706031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2015"
"RI",129667,14.8,14.1,15.5,2015,"sped","Special Education Child Count","Rhode Island","RI-Rhode Island",1919,127748,0.014799448,14.1526711,15.47514099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2015"
"SC",683490,8.8,8.6,9.1,2015,"sped","Special Education Child Count","South Carolina","SC-South Carolina",6015,677475,0.008800421,8.581024366,9.025358012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2015"
"SD",119589,7.8,7.4,8.4,2015,"sped","Special Education Child Count","South Dakota","SD-South Dakota",933,118656,0.007801721,7.314588708,8.320738006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2015"
"TN",896643,8.7,8.5,8.9,2015,"sped","Special Education Child Count","Tennessee","TN-Tennessee",7801,888842,0.00870023,8.509548483,8.895132699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2015"
"TX",4681157,9.5,9.5,9.6,2015,"sped","Special Education Child Count","Texas","TX-Texas",44471,4636686,0.009500002,9.412423087,9.588386552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2015"
"UT",585739,8.3,8.1,8.5,2015,"sped","Special Education Child Count","Utah","UT-Utah",4862,580877,0.008300625,8.070637334,8.537086479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2015"
"VT",74724,11.9,11.2,12.7,2015,"sped","Special Education Child Count","Vermont","VT-Vermont",889,73835,0.011897115,11.13795443,12.70688953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2015"
"VA",1159195,13.3,13.1,13.6,2015,"sped","Special Education Child Count","Virginia","VA-Virginia",15417,1143778,0.013299747,13.0923883,13.51033773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2015"
"WA",993605,10.6,10.4,10.8,2015,"sped","Special Education Child Count","Washington","WA-Washington",10532,983073,0.010599786,10.39980956,10.80355536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2015"
"WV",242212,7.7,7.4,8.1,2015,"sped","Special Education Child Count","West Virginia","WV-West Virginia",1865,240347,0.007699866,7.357463671,8.057976788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2015"
"WI",753815,12.9,12.7,13.2,2015,"sped","Special Education Child Count","Wisconsin","WI-Wisconsin",9724,744091,0.012899717,12.64679705,13.15761395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2015"
"WY",86367,9.2,8.6,9.8,2015,"sped","Special Education Child Count","Wyoming","WY-Wyoming",795,85572,0.009204905,8.583876358,9.869987072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2015"
"AL",674701,9.1,8.9,9.3,2016,"sped","Special Education Child Count","Alabama","AL-Alabama",6140,668561,0.009100327,8.87578644,9.330476563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2016"
"AK",119217,10.1,9.5,10.7,2016,"sped","Special Education Child Count","Alaska","AK-Alaska",1204,118013,0.010099231,9.543159069,10.6871063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"AZ",1033241,10.4,10.2,10.6,2016,"sped","Special Education Child Count","Arizona","AZ-Arizona",10746,1022495,0.010400284,10.20600303,10.59821481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"AR",440130,9.5,9.3,9.8,2016,"sped","Special Education Child Count","Arkansas","AR-Arkansas",4181,435949,0.009499466,9.216024818,9.791503365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2016"
"CA",5686400,13.9,13.8,14,2016,"sped","Special Education Child Count","California","CA-California",79041,5607359,0.013900007,13.80402017,13.99665127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"CO",808556,7.3,7.1,7.5,2016,"sped","Special Education Child Count","Colorado","CO-Colorado",5902,802654,0.007299433,7.115604558,7.487957811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2016"
"CT",479961,15.4,15,15.7,2016,"sped","Special Education Child Count","Connecticut","CT-Connecticut",7391,472570,0.015399168,15.05363963,15.75247639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"DE",124609,11.1,10.5,11.7,2016,"sped","Special Education Child Count","Delaware","DE-Delaware",1383,123226,0.011098717,10.52801065,11.69977365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"DC",65732,11.9,11.1,12.7,2016,"sped","Special Education Child Count","District of Columbia","DC-District of Columbia",782,64950,0.011896793,11.08865604,12.76250062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"FL",2555399,12.1,12,12.3,2016,"sped","Special Education Child Count","Florida","FL-Florida",30920,2524479,0.012099872,11.966359,12.2348534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"GA",1589860,10.3,10.1,10.5,2016,"sped","Special Education Child Count","Georgia","GA-Georgia",16376,1573484,0.010300278,10.14420079,10.45872641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"HI",164822,8.3,7.9,8.7,2016,"sped","Special Education Child Count","Hawaii","HI-Hawaii",1368,163454,0.008299863,7.870231618,8.752572124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2016"
"ID",273516,9.5,9.2,9.9,2016,"sped","Special Education Child Count","Idaho","ID-Idaho",2598,270918,0.00949853,9.140056257,9.870851248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2016"
"IL",1806961,11,10.8,11.1,2016,"sped","Special Education Child Count","Illinois","IL-Illinois",19877,1787084,0.011000237,10.84891853,11.15363923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"IN",952511,14.2,13.9,14.4,2016,"sped","Special Education Child Count","Indiana","IN-Indiana",13526,938985,0.014200361,13.96418612,14.44046285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"IA",442346,1.4,1.3,1.5,2016,"sped","Special Education Child Count","Iowa","IA-Iowa",619,441727,0.001399357,1.29235567,1.515107153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2016"
"KS",435568,8.2,8,8.5,2016,"sped","Special Education Child Count","Kansas","KS-Kansas",3572,431996,0.008200786,7.936129868,8.474154201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2016"
"KY",607668,9.3,9.1,9.6,2016,"sped","Special Education Child Count","Kentucky","KY-Kentucky",5651,602017,0.009299486,9.06042414,9.544772843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2016"
"LA",635216,6.9,6.7,7.2,2016,"sped","Special Education Child Count","Louisiana","LA-Louisiana",4383,630833,0.006900015,6.698632578,7.107384699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2016"
"ME",162425,16.7,16.1,17.3,2016,"sped","Special Education Child Count","Maine","ME-Maine",2712,159713,0.016696937,16.08211064,17.3347367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"MD",790804,11.9,11.7,12.1,2016,"sped","Special Education Child Count","Maryland","MD-Maryland",9411,781393,0.011900547,11.66328087,12.14256726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"MA",865940,17.4,17.1,17.7,2016,"sped","Special Education Child Count","Massachusetts","MA-Massachusetts",15067,850873,0.017399589,17.12575028,17.67771825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"MI",1360566,11.2,11.1,11.4,2016,"sped","Special Education Child Count","Michigan","MI-Michigan",15238,1345328,0.011199751,11.02393477,11.37833253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"MN",792766,19.4,19.1,19.7,2016,"sped","Special Education Child Count","Minnesota","MN-Minnesota",15380,777386,0.019400428,19.09850541,19.70701861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"MS",433377,9.5,9.2,9.8,2016,"sped","Special Education Child Count","Mississippi","MS-Mississippi",4117,429260,0.009499812,9.214190072,9.794164068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2016"
"MO",817180,12.4,12.2,12.7,2016,"sped","Special Education Child Count","Missouri","MO-Missouri",10133,807047,0.012399961,12.16170361,12.64281403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"MT",133631,5.5,5.1,5.9,2016,"sped","Special Education Child Count","Montana","MT-Montana",735,132896,0.005500221,5.114039241,5.915100072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2016"
"NE",280444,10.8,10.4,11.2,2016,"sped","Special Education Child Count","Nebraska","NE-Nebraska",3029,277415,0.01080073,10.42306879,11.1918559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"NV",432794,12.7,12.3,13,2016,"sped","Special Education Child Count","Nevada","NV-Nevada",5496,427298,0.012698882,12.36844897,13.03799573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"NH",165487,14.1,13.6,14.7,2016,"sped","Special Education Child Count","New Hampshire","NH-New Hampshire",2333,163154,0.014097784,13.53798313,14.6802631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"NJ",1197357,14.1,13.9,14.4,2016,"sped","Special Education Child Count","New Jersey","NJ-New Jersey",16883,1180474,0.014100222,13.89017514,14.31339363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"NM",304532,8.5,8.2,8.8,2016,"sped","Special Education Child Count","New Mexico","NM-New Mexico",2589,301943,0.00850157,8.180019667,8.835581662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2016"
"NY",2422245,13,12.9,13.2,2016,"sped","Special Education Child Count","New York","NY-New York",31489,2390756,0.012999924,12.8578399,13.14355425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"NC",1415113,11.2,11,11.4,2016,"sped","Special Education Child Count","North Carolina","NC-North Carolina",15849,1399264,0.011199812,11.02739848,11.37488534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"ND",98198,9.8,9.2,10.4,2016,"sped","Special Education Child Count","North Dakota","ND-North Dakota",962,97236,0.009796534,9.194469296,10.43726616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2016"
"OH",1551479,12.5,12.3,12.7,2016,"sped","Special Education Child Count","Ohio","OH-Ohio",19393,1532086,0.012499686,12.32574795,12.67604216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"OK",598799,8.9,8.7,9.1,2016,"sped","Special Education Child Count","Oklahoma","OK-Oklahoma",5329,593470,0.00889948,8.663911978,9.141372105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2016"
"OR",537151,15.1,14.8,15.5,2016,"sped","Special Education Child Count","Oregon","OR-Oregon",8111,529040,0.015100037,14.77644095,15.43058846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"PA",1596875,16.9,16.7,17.1,2016,"sped","Special Education Child Count","Pennsylvania","PA-Pennsylvania",26987,1569888,0.016899883,16.70081164,17.10128147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"RI",129593,15.2,14.6,15.9,2016,"sped","Special Education Child Count","Rhode Island","RI-Rhode Island",1970,127623,0.015201438,14.5457365,15.88604703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"SC",690213,9.6,9.4,9.8,2016,"sped","Special Education Child Count","South Carolina","SC-South Carolina",6626,683587,0.009599935,9.371896985,9.833449113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2016"
"SD",121369,9,8.5,9.5,2016,"sped","Special Education Child Count","South Dakota","SD-South Dakota",1092,120277,0.008997355,8.477439638,9.548592161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2016"
"TN",898908,9.5,9.3,9.7,2016,"sped","Special Education Child Count","Tennessee","TN-Tennessee",8540,890368,0.009500416,9.301416826,9.703619178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2016"
"TX",4740714,10.2,10.1,10.3,2016,"sped","Special Education Child Count","Texas","TX-Texas",48355,4692359,0.01019994,10.10978344,10.29089196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"UT",596257,8.7,8.5,9,2016,"sped","Special Education Child Count","Utah","UT-Utah",5187,591070,0.008699269,8.465877788,8.9390131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2016"
"VT",74108,12.1,11.3,12.9,2016,"sped","Special Education Child Count","Vermont","VT-Vermont",897,73211,0.012103956,11.33503984,12.92388463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"VA",1162945,14.2,14,14.4,2016,"sped","Special Education Child Count","Virginia","VA-Virginia",16514,1146431,0.014200156,13.98629283,14.41723425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"WA",1006676,11.2,11,11.4,2016,"sped","Special Education Child Count","Washington","WA-Washington",11275,995401,0.011200227,10.99601703,11.40817704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2016"
"WV",239037,8.6,8.3,9,2016,"sped","Special Education Child Count","West Virginia","WV-West Virginia",2056,236981,0.008601179,8.236762586,8.981478286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2016"
